Z1,Z2,Z3,Z4,log10_dos1,log10_dos2,log10_dos3,log10_dos4,log10_dos5,log10_dos6,log10_dos7,log10_dos8,log10_dos9,log10_dos10,log10_dos11,log10_dos12,log10_dos13,log10_dos14,log10_dos15,log10_dos16,log10_dos17,log10_dos18,log10_dos19,log10_dos20,log10_dos21,log10_dos22,log10_dos23,log10_dos24,log10_dos25,log10_dos26,log10_dos27,log10_dos28,log10_dos29,log10_dos30,log10_dos31,log10_dos32,log10_dos33,log10_dos34,log10_dos35,log10_dos36,log10_dos37,log10_dos38,log10_dos39,log10_dos40,log10_dos41,log10_dos42,log10_dos43,log10_dos44,log10_dos45,log10_dos46,log10_dos47,log10_dos48,log10_dos49,log10_dos50,log10_dos51,log10_dos52,log10_dos53,log10_dos54,log10_dos55,log10_dos56,log10_dos57,log10_dos58,log10_dos59,log10_dos60,log10_dos61,log10_dos62,log10_dos63,log10_dos64,log10_dos65,log10_dos66,log10_dos67,log10_dos68,log10_dos69,log10_dos70,log10_dos71,log10_dos72,log10_dos73,log10_dos74,log10_dos75,log10_dos76,log10_dos77,log10_dos78,log10_dos79,log10_dos80,log10_dos81,log10_dos82,log10_dos83,log10_dos84,log10_dos85,log10_dos86,log10_dos87,log10_dos88,log10_dos89,log10_dos90,log10_dos91,log10_dos92,log10_dos93,log10_dos94,log10_dos95,log10_dos96,log10_dos97,log10_dos98,log10_dos99,log10_dos100,elm1,elm2,elm3,elm4,elements,semicore
28,50,77,79,-3.193820026016113,-3.119186407719266,-3.065501548756432,-3.036212172654492,-3.017728766960477,-3.0,-3.0,-3.0087739243075053,-3.017728766960477,-3.036212172654492,-3.065501548756432,-3.0861861476162837,-3.130768280269024,-3.167491087293828,-3.207608310501746,-3.2518119729938,-3.283996656365201,-3.3187587626245034,-3.356547323513813,-3.356547323513813,-3.356547323513813,-3.3187587626245034,-3.2676062401770314,-3.2218487496163566,-3.154901959985743,-3.0757207139381184,-3.0,-2.9281179926938745,-2.853871964321762,-2.779891911959945,-2.707743928643524,-2.6345120151091,-2.5590909179347823,-2.4814860601221125,-2.397940008672037,-2.306273051076353,-2.207608310501746,-2.0936649581949096,-1.960982678002588,-1.800793520838345,-1.5961933894525775,-1.3103360349842297,-0.7606004068842125,1.6263565889463532,1.928361230231694,1.590416914156719,-0.8060410219808132,-1.3218459619895626,-1.6017126946425988,-1.802443786846464,-1.958607314841775,-2.087246696328677,-2.1951793212788444,-2.2873502983727887,-2.370590400897281,-2.4436974992327127,-2.508638306165728,-2.571865205971211,-2.6270879970298933,-2.677780705266081,-2.7304870557820835,-2.774690718274137,-2.818156412055256,-2.8601209135987635,-2.899629454882437,-2.9355420107730814,-2.96657624451305,-3.0,-3.017728766960477,-3.0457574905606752,-3.0555173278498318,-3.065501548756432,-3.0757207139381184,-3.0757207139381184,-3.0757207139381184,-3.065501548756432,-3.065501548756432,-3.0555173278498318,-3.036212172654492,-3.026872146400301,-3.0087739243075053,-2.991399828238125,-2.96657624451305,-2.9430951486635277,-2.920818753952376,-2.892790030352132,-2.8601209135987635,-2.818156412055256,-2.749579997691106,-2.552841968657781,-0.616759287734776,-0.3192113884933176,-0.1985962899826448,-0.1189578918065944,-0.0586674898160977,-0.0096700265809589,0.0318687743715779,0.0681784378454118,0.1005704124528188,0.1299346776566532,Ni,Sn,Ir,Au,",Ni,Sn,Ir,Au,",Sn
24,25,47,50,-3.154901959985743,-3.0757207139381184,-3.026872146400301,-3.0,-2.98296666070122,-2.9788107009300617,-2.98716277529487,-2.9956786262173574,-3.017728766960477,-3.0457574905606752,-3.0809219076239263,-3.1191864077192086,-3.161150909262745,-3.2076083105018163,-3.2518119729938,-3.3010299956639813,-3.3372421683185203,-3.3665315444204134,-3.376750709602203,-3.3767507096021,-3.3467874862246565,-3.3010299956639813,-3.2441251443275085,-3.1804560644581312,-3.113509274827518,-3.0409586076789066,-2.9706162223147903,-2.8961962790440774,-2.826813731587726,-2.7569619513137056,-2.688246138944267,-2.616184634019569,-2.54515513999149,-2.468521082957745,-2.3872161432802645,-2.2984320149440727,-2.199282921717615,-2.0861861476162886,-1.951946826884391,-1.7888794587419508,-1.579384229374235,-1.2816644210914934,-0.6112772995248246,1.680656083920471,1.9204032307351768,1.5413654135993908,-0.8330964761282041,-1.338755391040667,-1.6156465858624938,-1.815308569182401,-1.9714287473074663,-2.099632871343529,-2.207608310501746,-2.300162274132754,-2.3819519032879075,-2.454692883534176,-2.5185573714977094,-2.578396073130169,-2.630784142589857,-2.679853713888946,-2.723538195826756,-2.7670038896078464,-2.8068754016455384,-2.8416375079047804,-2.8728952016351923,-2.903089986991944,-2.9281179926938745,-2.954677021213381,-2.9788107009300617,-2.9956786262173574,-3.0132282657337552,-3.0268721464003474,-3.036212172654445,-3.0457574905606752,-3.050609993355087,-3.0555173278498318,-3.0555173278498318,-3.0555173278498318,-3.050609993355087,-3.0457574905606752,-3.036212172654445,-3.0268721464003474,-3.0087739243075053,-2.9956786262173574,-2.9746941347352296,-2.94692155651658,-2.913640169325252,-2.8664610916297826,-2.7986028756795487,-2.6090648928966207,-0.6627404602497244,-0.3381021670294882,-0.2149977892920844,-0.1350619539897321,-0.0752040042020878,-0.0270200165011181,0.0135029135610555,0.0485932752075475,0.0796261699070317,0.1074914912112692,Cr,Mn,Ag,Sn,",Cr,Mn,Ag,Sn,",Sn
45,48,50,78,-2.8416375079047502,-2.812479279163537,-2.8068754016455384,-2.818156412055256,-2.8297382846050425,-2.853871964321762,-2.8728952016351923,-2.899629454882437,-2.9355420107730814,-2.96657624451305,-3.0087739243075053,-3.0457574905606752,-3.10790539730952,-3.167491087293828,-3.2365720064370627,-3.3187587626245034,-3.420216403383304,-3.5228787452803374,-3.619788758288575,-3.6989700043360183,-3.6989700043360183,-3.657577319177794,-3.5228787452803374,-3.397940008672037,-3.2676062401770314,-3.154901959985743,-3.036212172654492,-2.9430951486635277,-2.853871964321762,-2.769551078621726,-2.694648630553376,-2.619788758288394,-2.5466816599529776,-2.471083299722358,-2.3914739664228057,-2.3080348972326394,-2.214670164989233,-2.109020403010311,-1.9854794612420763,-1.836242476018044,-1.6493643917410457,-1.399462705635531,-1.0161933580215847,1.170936694582484,2.042672676437057,1.6126414695311753,-0.8339252826429197,-1.3001622741327543,-1.578396073130169,-1.779891911959945,-1.9370421659154933,-2.065501548756432,-2.1726307269461747,-2.264401100301828,-2.344861565188618,-2.4156687756324806,-2.478861916295964,-2.537602002101044,-2.5917600346881504,-2.642065152999546,-2.6861327796308467,-2.7304870557820835,-2.774690718274137,-2.812479279163537,-2.847711655616974,-2.87942606879415,-2.913640169325252,-2.9355420107730814,-2.958607314841775,-2.9746941347352296,-2.991399828238125,-3.0,-3.0,-3.0,-2.991399828238125,-2.9746941347352296,-2.958607314841775,-2.9430951486635277,-2.920818753952376,-2.892790030352132,-2.8664610916298146,-2.8416375079047502,-2.812479279163537,-2.779891911959945,-2.749579997691106,-2.716698771296473,-2.6819366650372385,-2.642065152999546,-2.6020599913279625,-2.5590909179347823,-2.508638306165728,-2.4485500020271247,-2.3726341434072675,-2.1260984021355385,-0.4601463820749437,-0.1969801302801922,-0.0709797863061371,0.0224448682883698,0.106707526121995,0.1977986449327345,Rh,Cd,Sn,Pt,",Rh,Cd,Sn,Pt,",Sn
26,29,50,76,-3.161150909262745,-3.0457574905606752,-2.9706162223147903,-2.9244530386074694,-2.8927900303521654,-2.876148359032914,-2.8728952016351923,-2.876148359032914,-2.886056647693163,-2.910094888560602,-2.9355420107730814,-2.9746941347352296,-3.0132282657338,-3.065501548756432,-3.1249387366083,-3.193820026016181,-3.259637310505835,-3.3279021420642825,-3.3979400086721463,-3.443697499232833,-3.4685210829577446,-3.4685210829578725,-3.431798275933005,-3.3665315444205146,-3.275724130399211,-3.1739251972991736,-3.0809219076239263,-2.98296666070122,-2.889410289700751,-2.8013429130455774,-2.712198270069774,-2.6270879970298933,-2.5391021572434678,-2.4522252946121776,-2.3585258894959003,-2.2596373105057563,-2.1505805862031004,-2.0259490972071226,-1.8774564759312455,-1.692717952966654,-1.443094730944552,-1.027334407733889,1.3177418798676366,1.7710416612242057,1.845329209269737,1.2144880575384636,-1.046626949273304,-1.4484280263257463,-1.6937894918322407,-1.8748441704194696,-2.0190880622231564,-2.1390633792999063,-2.2418453780326177,-2.330683119433888,-2.411168274405804,-2.485452247339714,-2.552841968657781,-2.614393726401688,-2.673664139071249,-2.728158393463501,-2.7825160557860937,-2.832682665251824,-2.87942606879415,-2.9244530386074694,-2.962573502059376,-3.0,-3.0315170514460648,-3.0555173278498806,-3.0757207139381184,-3.0915149811213505,-3.1023729087096137,-3.10790539730952,-3.10790539730952,-3.1023729087095586,-3.096910013008056,-3.0809219076239263,-3.070581074285707,-3.0555173278498806,-3.0409586076789066,-3.022276394711198,-3.0,-2.98296666070122,-2.962573502059376,-2.9355420107730814,-2.9030899869919784,-2.8601209135987635,-2.790484985457369,-2.300162274132754,-0.6233135707380847,-0.3586647272735915,-0.243265026856301,-0.1664704182413563,-0.1083231890511225,-0.0612451790124902,-0.0215318753473724,0.0129131141972957,0.0433819289105654,0.0707100405962832,0.0954797000263076,0.1180926942068958,Fe,Cu,Sn,Os,",Fe,Cu,Sn,Os,",Sn
13,28,43,50,-3.154901959985743,-3.0861861476162837,-3.036212172654492,-3.0,-2.98296666070122,-2.96657624451305,-2.96657624451305,-2.9746941347352296,-2.98296666070122,-3.0087739243075053,-3.026872146400301,-3.0555173278498318,-3.096910013008056,-3.130768280269024,-3.1804560644581312,-3.2218487496163566,-3.2676062401770314,-3.3010299956639813,-3.3372421683185203,-3.3372421683185203,-3.3372421683185203,-3.3187587626245034,-3.2676062401770314,-3.2218487496163566,-3.154901959985743,-3.0861861476162837,-3.0087739243075053,-2.9355420107730814,-2.8601209135987635,-2.785156151952302,-2.712198270069796,-2.6345120151091,-2.5590909179347823,-2.478861916295964,-2.393618634889395,-2.3010299956639813,-2.199282921717615,-2.085128182459949,-1.9500071430798571,-1.7867479478036032,-1.577738549186399,-1.2814983111327258,-0.6478560875584174,1.680388640972045,1.934850995632308,1.5055292774412858,-0.8639139026159026,-1.346016092625931,-1.6183435174142131,-1.815308569182401,-1.9698052146432488,-2.0958256317158366,-2.2034256667895704,-2.2958494831602008,-2.378823718224965,-2.453457336521869,-2.519993057042849,-2.5816987086802548,-2.642065152999546,-2.694648630553376,-2.749579997691106,-2.795880017344075,-2.847711655616974,-2.892790030352132,-2.9281179926938745,-2.9746941347352296,-3.0087739243075053,-3.036212172654492,-3.065501548756432,-3.0861861476162837,-3.10790539730952,-3.119186407719266,-3.130768280269024,-3.130768280269024,-3.130768280269024,-3.130768280269024,-3.119186407719266,-3.10790539730952,-3.096910013008056,-3.0757207139381184,-3.065501548756432,-3.0457574905606752,-3.026872146400301,-3.0,-2.98296666070122,-2.9507819773298185,-2.913640169325252,-2.8664610916298146,-2.779891911959945,-1.919373513078194,-0.5157286399136528,-0.2875860260080354,-0.1780936226476769,-0.1040583790288242,-0.0476726026241195,-0.001932560966876,0.036644861777556,0.0700452587913436,0.0995010864049339,0.1258194607736771,Al,Ni,Tc,Sn,",Al,Ni,Tc,Sn,",Sn
13,43,47,50,-2.8416375079047502,-2.769551078621726,-2.7304870557820835,-2.712198270069796,-2.703334809738469,-2.707743928643524,-2.721246399047171,-2.744727494896694,-2.774690718274137,-2.812479279163537,-2.8664610916298146,-2.9281179926938745,-3.0,-3.0861861476162837,-3.193820026016113,-3.3187587626245034,-3.494850021680094,-3.6989700043360183,-4.0,-4.3979400086720375,-4.698970004336019,-4.3979400086720375,-4.0,-3.6989700043360183,-3.494850021680094,-3.3010299956639813,-3.154901959985743,-3.026872146400301,-2.913640169325252,-2.818156412055256,-2.72584215073632,-2.642065152999546,-2.562249437179612,-2.4814860601221125,-2.397940008672037,-2.311580177997289,-2.2160964207272724,-2.1101382787418173,-1.9863203027088077,-1.838033383635928,-1.6516951369518391,-1.4016472901307162,-1.013228265733755,1.239418612164944,1.9931420451764843,1.7017352813991042,-0.7702158021593656,-1.2795099315499494,-1.5667103148049744,-1.7726275577103636,-1.933301449577005,-2.0644927341752872,-2.175223537524461,-2.27083521030723,-2.354577730650908,-2.4294570601181023,-2.4975728800155674,-2.562249437179612,-2.619788758288394,-2.673664139071249,-2.72584215073632,-2.774690718274137,-2.818156412055256,-2.8601209135987635,-2.899629454882437,-2.9355420107730814,-2.9746941347352296,-3.0,-3.026872146400301,-3.0457574905606752,-3.065501548756432,-3.0861861476162837,-3.0861861476162837,-3.096910013008056,-3.096910013008056,-3.096910013008056,-3.096910013008056,-3.0861861476162837,-3.0757207139381184,-3.065501548756432,-3.0555173278498318,-3.036212172654492,-3.017728766960477,-3.0,-2.98296666070122,-2.96657624451305,-2.9430951486635277,-2.913640169325252,-2.87942606879415,-2.8416375079047502,-2.774690718274137,-2.657577319177794,-0.9219058495935892,-0.3283829040893427,-0.1731868764249743,-0.0816026611562998,-0.0156167252900565,0.0363813408327725,0.0795068448247675,0.1164881969447161,Al,Tc,Ag,Sn,",Al,Tc,Ag,Sn,",Sn
22,28,50,77,-2.707743928643524,-2.694648630553376,-2.6903698325741225,-2.6861327796308467,-2.6861327796308467,-2.6903698325741225,-2.6989700043360187,-2.716698771296473,-2.735182176990487,-2.7594507517174254,-2.790484985457369,-2.8239087409443187,-2.8664610916298146,-2.913640169325252,-2.96657624451305,-3.036212172654492,-3.10790539730952,-3.1804560644581312,-3.2676062401770314,-3.356547323513813,-3.4436974992327127,-3.494850021680094,-3.5228787452803374,-3.494850021680094,-3.420216403383304,-3.3187587626245034,-3.2218487496163566,-3.10790539730952,-3.0087739243075053,-2.906578314837765,-2.8068754016455384,-2.716698771296473,-2.6270879970298933,-2.537602002101044,-2.4509967379742243,-2.3585258894959105,-2.2628073572952627,-2.156144577376839,-2.036212172654445,-1.895512888687605,-1.723078867934226,-1.4967542285348874,-1.160145015398115,0.7679524552035064,1.8188504851051104,1.916070547384612,1.0824643762926274,-1.0773783284768017,-1.445389714773836,-1.6836102489268046,-1.8613815661005075,-2.003488327845821,-2.1214782044987994,-2.223298816011589,-2.313363730737706,-2.39577394691553,-2.471083299722358,-2.543633966870957,-2.6126101736612704,-2.677780705266081,-2.744727494896694,-2.812479279163537,-2.87942606879415,-2.9430951486635277,-3.0,-3.065501548756432,-3.119186407719266,-3.167491087293828,-3.207608310501746,-3.2218487496163566,-3.2365720064370627,-3.2365720064370627,-3.2365720064370627,-3.207608310501746,-3.193820026016113,-3.154901959985743,-3.130768280269024,-3.096910013008056,-3.065501548756432,-3.036212172654492,-3.0087739243075053,-2.98296666070122,-2.96657624451305,-2.9430951486635277,-2.920818753952376,-2.899629454882437,-2.8728952016351923,-2.853871964321762,-2.8239087409443187,-2.785156151952302,-2.712198270069796,-1.7290883605895189,-0.5112801108108348,-0.2956263852055687,-0.1881302028866582,-0.1145935433159911,-0.0581805958336876,-0.0121371853470184,0.026892644616093,0.0608564232944886,Ti,Ni,Sn,Ir,",Ti,Ni,Sn,Ir,",Sn
14,28,47,50,-2.958607314841775,-2.886056647693163,-2.847711655616974,-2.8239087409443187,-2.812479279163537,-2.812479279163537,-2.818156412055256,-2.8297382846050425,-2.853871964321762,-2.87942606879415,-2.920818753952376,-2.96657624451305,-3.017728766960477,-3.0861861476162837,-3.167491087293828,-3.2676062401770314,-3.3767507096021,-3.494850021680094,-3.657577319177794,-3.744727494896694,-3.853871964321762,-3.795880017344075,-3.6989700043360183,-3.552841968657781,-3.397940008672037,-3.2518119729938,-3.119186407719266,-3.0087739243075053,-2.906578314837765,-2.8068754016455384,-2.716698771296473,-2.6345120151091,-2.549750891680639,-2.46344155742847,-2.3767507096021,-2.283996656365201,-2.1830961606243395,-2.067526235322847,-1.9340470196861304,-1.771599641296998,-1.5644741485013454,-1.2752327543536897,-0.7540926983723237,1.6927184618726296,2.0107070864710823,1.1559794098393974,-1.020633757603839,-1.4038429190838275,-1.6516951369518391,-1.836242476018044,-1.98296666070122,-2.104577453960597,-2.207608310501746,-2.2975694635544746,-2.378823718224965,-2.4509967379742243,-2.5171264163912603,-2.5816987086802548,-2.642065152999546,-2.6989700043360187,-2.75448733218585,-2.8068754016455384,-2.8601209135987635,-2.913640169325252,-2.958607314841775,-3.0,-3.0457574905606752,-3.0757207139381184,-3.10790539730952,-3.130768280269024,-3.1426675035687315,-3.154901959985743,-3.154901959985743,-3.154901959985743,-3.1426675035687315,-3.130768280269024,-3.10790539730952,-3.0861861476162837,-3.065501548756432,-3.0457574905606752,-3.017728766960477,-2.991399828238125,-2.96657624451305,-2.9430951486635277,-2.913640169325252,-2.886056647693163,-2.8601209135987635,-2.818156412055256,-2.769551078621726,-2.6989700043360187,-2.505845405981557,-0.5443026267134434,-0.2201006182392065,-0.0956415558640124,-0.0141066970094111,0.0476486282121282,0.0977638646337537,0.1404451883478747,0.1778307393493851,0.2112700880226095,Si,Ni,Ag,Sn,",Si,Ni,Ag,Sn,",Sn
22,26,45,50,-2.643974142806877,-2.632644078973981,-2.6252516539899142,-2.6252516539899142,-2.6289321377282824,-2.640164517660112,-2.653647025549361,-2.673664139071249,-2.6989700043360187,-2.728158393463501,-2.7644715530924517,-2.8068754016455384,-2.856985199745905,-2.913640169325252,-2.9746941347352296,-3.0555173278498318,-3.136677139879544,-3.2365720064370627,-3.3467874862246565,-3.4559319556497243,-3.5686362358410126,-3.619788758288394,-3.657577319177794,-3.6020599913279625,-3.5086383061658672,-3.3767507096021,-3.2518119729938,-3.130768280269024,-3.017728766960477,-2.910094888560602,-2.812479279163537,-2.7189666327522723,-2.630784142589857,-2.54515513999149,-2.4596705252091264,-2.3716110699496884,-2.2781893847874533,-2.175874166083451,-2.061480274823508,-1.9273825234547637,-1.763462738511306,-1.5523769022397138,-1.2507275917015797,-0.5663421533070119,1.7329339594985609,1.9568963203209824,1.3297896863949128,-0.9659333214024391,-1.3851027839668657,-1.6414940885097646,-1.8297382846050425,-1.9788107009300664,-2.101823516502324,-2.20690839982342,-2.2992962828549808,-2.3819519032879075,-2.4596705252091264,-2.530177984021837,-2.598599459218456,-2.6655462488490893,-2.728158393463501,-2.793174123968177,-2.853871964321762,-2.913640169325252,-2.9706162223147903,-3.0222763947111524,-3.0757207139381184,-3.1191864077192086,-3.154901959985743,-3.1739251972991736,-3.193820026016181,-3.193820026016181,-3.1870866433571443,-3.1804560644581312,-3.167491087293764,-3.1426675035687315,-3.1249387366083,-3.096910013008111,-3.0757207139381184,-3.050609993355087,-3.026872146400301,-3.0043648054024503,-2.98296666070122,-2.96657624451305,-2.94692155651658,-2.9281179926938745,-2.910094888560602,-2.892790030352132,-2.8664610916297826,-2.835647144215563,-2.790484985457369,-2.696803942579511,-1.1201589440134374,-0.4265017938480653,-0.2591559053557266,-0.164062236317738,-0.0964976291016039,-0.0436874691588054,-0.0001607186930962,0.036968055458979,Ti,Fe,Rh,Sn,",Ti,Fe,Rh,Sn,",Sn
26,29,46,50,-3.130768280269024,-3.017728766960432,-2.939302159646388,-2.8927900303521654,-2.8632794328435933,-2.8477116556169437,-2.8416375079047804,-2.8477116556169437,-2.8601209135987635,-2.886056647693163,-2.913640169325252,-2.954677021213381,-3.0,-3.0555173278498806,-3.1191864077192086,-3.193820026016181,-3.275724130399211,-3.356547323513911,-3.4559319556497243,-3.537602002101044,-3.5686362358410126,-3.5850266520291822,-3.537602002101044,-3.4685210829578725,-3.356547323513911,-3.2441251443275085,-3.130768280269024,-3.0222763947111524,-2.920818753952376,-2.8239087409443187,-2.7304870557820835,-2.642065152999546,-2.5543957967264026,-2.4647058799572297,-2.3726341434072675,-2.274905478918531,-2.166852888087215,-2.0452752090209367,-1.90204892900585,-1.725611204449621,-1.491201034596095,-1.1265631367779632,1.092918803332495,1.7559016744334697,1.8776010464786377,1.330559663670618,-0.9676230287900638,-1.4077121840478692,-1.6641410886801822,-1.8517059025652545,-1.9995659225206812,-2.1220530483708173,-2.2269453066357445,-2.318758762624413,-2.4001169279263124,-2.474955192963168,-2.543633966870957,-2.607303046740334,-2.669586226650809,-2.728158393463501,-2.779891911959945,-2.835647144215563,-2.882728704344236,-2.9281179926938745,-2.970616222314831,-3.0087739243075053,-3.0409586076789066,-3.070581074285707,-3.0915149811213505,-3.10790539730952,-3.113509274827518,-3.1191864077192086,-3.1191864077192086,-3.113509274827518,-3.10790539730952,-3.096910013008056,-3.0809219076239263,-3.065501548756432,-3.050609993355087,-3.0315170514461114,-3.017728766960477,-2.9956786262173574,-2.9788107009300617,-2.954677021213381,-2.9318141382538383,-2.9030899869919784,-2.8664610916298146,-2.8096683018297086,-2.679853713888946,-0.8497041871744616,-0.4104078059421982,-0.27324019973992,-0.188250775119626,-0.1259242547769651,-0.0764088918191702,-0.035179591472896,0.0002344557228783,0.0313114946586557,0.0590064673044221,0.0839681975984156,Fe,Cu,Pd,Sn,",Fe,Cu,Pd,Sn,",Sn
14,28,43,50,-3.026872146400301,-2.958607314841775,-2.913640169325252,-2.886056647693163,-2.8728952016351923,-2.8664610916298146,-2.8664610916298146,-2.87942606879415,-2.892790030352132,-2.913640169325252,-2.9507819773298185,-2.98296666070122,-3.036212172654492,-3.0861861476162837,-3.154901959985743,-3.2218487496163566,-3.3010299956639813,-3.3767507096021,-3.4685210829578725,-3.5228787452803374,-3.552841968657781,-3.552841968657781,-3.494850021680094,-3.420216403383304,-3.3187587626245034,-3.207608310501746,-3.10790539730952,-3.0087739243075053,-2.920818753952376,-2.8297382846050425,-2.744727494896694,-2.661543506395395,-2.5816987086802548,-2.4975728800155674,-2.413412695328245,-2.322393047279507,-2.2247537402597635,-2.1146387799684936,-1.988006885340743,-1.8368386250229816,-1.6470460882899125,-1.3910463007241385,-0.9818822794090002,1.3586637734750031,1.952735695397756,1.728732062251401,-0.7133639212835826,-1.2697023379028511,-1.5619325495465062,-1.769040444251431,-1.9303319030884043,-2.061480274823508,-2.17134010346468,-2.2676062401770314,-2.35261702988539,-2.42712839779952,-2.4975728800155674,-2.562249437179612,-2.623423042943488,-2.6819366650372385,-2.7399286120149253,-2.795880017344075,-2.847711655616974,-2.899629454882437,-2.9507819773298185,-2.991399828238125,-3.036212172654492,-3.065501548756432,-3.096910013008056,-3.130768280269024,-3.1426675035687315,-3.154901959985743,-3.154901959985743,-3.154901959985743,-3.154901959985743,-3.1426675035687315,-3.119186407719266,-3.10790539730952,-3.0861861476162837,-3.065501548756432,-3.036212172654492,-3.017728766960477,-2.991399828238125,-2.96657624451305,-2.9355420107730814,-2.906578314837765,-2.8728952016351923,-2.8297382846050425,-2.7644715530924517,-2.630784142589857,-0.8051527803685558,-0.296880653763922,-0.1502612791013801,-0.0604308313440984,0.00551511647324,0.0582513604385678,0.1024748690842298,0.1409728852316359,0.1750476995261674,0.2059077626273858,Si,Ni,Tc,Sn,",Si,Ni,Tc,Sn,",Sn
23,26,46,50,-3.1249387366083,-3.050609993355087,-3.0043648054024503,-2.9746941347352296,-2.9507819773298185,-2.94692155651658,-2.94692155651658,-2.9586073148418146,-2.9746941347352296,-2.9956786262173574,-3.026872146400301,-3.0604807473813813,-3.1023729087096137,-3.142667503568792,-3.193820026016181,-3.2365720064370627,-3.292429823902064,-3.337242168318426,-3.3665315444204134,-3.3767507096021,-3.3767507096021,-3.356547323513911,-3.309803919971486,-3.2441251443275085,-3.1804560644581312,-3.1023729087095586,-3.026872146400301,-2.954677021213381,-2.876148359032914,-2.8013429130455774,-2.728158393463501,-2.6536470255493807,-2.578396073130169,-2.500312917381596,-2.417936637088291,-2.330683119433888,-2.234331445240986,-2.124360062995837,-1.9974020192800916,-1.844663962534938,-1.6524748400013105,-1.389978975335855,-0.9414601020602192,1.443457476530792,1.856492047737147,1.795467763135307,0.6211014686265958,-1.2081690523251638,-1.5315049754929306,-1.751781438809925,-1.9200955323332796,-2.056505484093897,-2.170696227168975,-2.2692177243336107,-2.3555614105321614,-2.431798275933005,-2.5016894462104,-2.5654310959658013,-2.6216020990518807,-2.6757175447023074,-2.725842150736343,-2.774690718274137,-2.8210230527068307,-2.8632794328435933,-2.9030899869919784,-2.9355420107730814,-2.970616222314831,-3.0,-3.026872146400301,-3.0457574905606752,-3.0604807473813813,-3.0757207139381184,-3.0861861476162837,-3.0915149811213505,-3.096910013008056,-3.096910013008056,-3.0915149811213505,-3.0861861476162837,-3.0757207139381184,-3.070581074285707,-3.0555173278498806,-3.0457574905606752,-3.026872146400301,-3.0132282657338,-2.9913998282380825,-2.970616222314831,-2.9430951486635277,-2.910094888560602,-2.8601209135987635,-2.7721132953863266,-1.49702694093437,-0.5034162655109055,-0.3057019865865716,-0.2026216485590241,-0.1313379316051622,-0.0763933569825408,-0.0314703556251604,0.0066414361253458,0.0398026289942537,0.0691721114096458,V,Fe,Pd,Sn,",V,Fe,Pd,Sn,",Sn
24,29,39,78,-3.397940008672037,-3.275724130399211,-3.193820026016181,-3.130768280269024,-3.0861861476162837,-3.065501548756432,-3.0409586076789066,-3.0315170514461114,-3.0315170514460648,-3.036212172654445,-3.0457574905606752,-3.065501548756432,-3.0861861476162837,-3.113509274827518,-3.1487416512809245,-3.1870866433571443,-3.2365720064370627,-3.292429823902064,-3.3467874862246565,-3.408935392973501,-3.4436974992327127,-3.4685210829578725,-3.4685210829578725,-3.431798275933005,-3.3767507096021,-3.283996656365201,-3.1804560644581312,-3.070581074285707,-2.9586073148418146,-2.8477116556169437,-2.7328282715969863,-2.614393726401688,-2.486782399932061,-2.344861565188618,-2.1726307269461747,-1.9325571572236195,-0.5834426988085208,0.8156428212152985,1.0058666018753848,1.066871712238294,1.1027344516519064,1.130873887845662,1.1522302306700372,1.157733214195663,1.1099070961212314,0.5612481122149225,-1.6480105445643678,-1.969400278034049,-2.1643094285075746,-2.3080348972326394,-2.422508200162786,-2.5185573714977094,-2.6020599913279625,-2.677780705266081,-2.749579997691106,-2.815308569182401,-2.87942606879415,-2.9430951486635277,-3.0043648054024503,-3.065501548756432,-3.130768280269024,-3.1870866433571443,-3.2441251443275085,-3.292429823902064,-3.3467874862246565,-3.3872161432802645,-3.408935392973501,-3.431798275933005,-3.431798275933005,-3.42021640338319,-3.408935392973501,-3.3872161432802645,-3.3467874862246565,-3.3187587626245034,-3.283996656365201,-3.2518119729938,-3.2218487496163566,-3.193820026016181,-3.167491087293764,-3.142667503568792,-3.1191864077192086,-3.1023729087096137,-3.0861861476162837,-3.070581074285707,-3.0555173278498806,-3.0457574905606752,-3.036212172654445,-3.0315170514460648,-3.0222763947111524,-3.017728766960477,-3.0132282657338,-3.0087739243075053,-3.0043648054024503,-3.0043648054024503,-3.0,-2.9956786262173574,-2.9956786262173574,-2.9913998282380825,-2.98296666070122,-2.9746941347352296,Cr,Cu,Y,Pt,",Cr,Cu,Y,Pt,",Y
