key,a0.25_rp1.0,a0.25_rp1.5,a0.25_rp2.0,a0.25_rp2.5,a0.25_rp3.0,a0.5_rp1.0,a0.5_rp1.5,a0.5_rp2.0,a0.5_rp2.5,a0.5_rp3.0,a1.0_rp1.0,a1.0_rp1.5,a1.0_rp2.0,a1.0_rp2.5,a1.0_rp3.0,Etot
1D-010,0.6996817566335178,-0.6602604789725032,-1.077093391071702,-0.825935005572477,-0.6476182098799046,0.9387122670590766,-0.8232404156418357,-1.1046674967659857,-1.0486796115840447,-0.785815103523444,-0.8507849191773549,-0.9908189214389049,-1.0521458546297509,-1.0737663918422058,-1.0436683748137663,1.2813878749999787
1D-011,1.8136987541684757,-2.097237229438347,-1.2133484814670077,-1.174967162582489,-1.438410963614862,1.276829855565721,-2.050733497279084,-1.7482497583371897,-1.5061321987170184,-1.3114881622180552,-2.156284559653877,-1.981303421606357,-1.8537725134509846,-1.7421998556258254,-1.6273112322989982,1.3287621249999688
1D-012,-0.0121380417832824,-0.7837481293379985,-0.7682057421438956,-0.07788675665671506,-0.9639661600821765,-0.19869422450984559,-1.0298090770699846,-0.8193817985833576,-0.4592830147161588,-0.3170994719975218,-1.535449920277198,-1.059179727711367,-0.8527162029550442,-0.704729004800987,-0.5738200982565075,1.2828152499999703
1D-013,3.055596120268613,-3.0449885569179846,-1.3015516840186603,-1.7313378582665524,0.6790410441164955,2.119935443656373,-2.69680892739334,-2.2135116570176376,-1.8973500760556135,-1.1994033139234532,-2.519817534495058,-2.4769617981883245,-2.337419550806279,-2.159143891185862,-1.929050868619847,1.2873088749999795
1D-014,3.0162679936855596,-3.033347412401638,-1.3014621865272047,-1.7101431136183047,-0.31495183813391514,2.0900643120318967,-2.6939815966838063,-2.2092682180878205,-1.9076982925394448,-1.3411944124401851,-2.5339186461794503,-2.4804646702559823,-2.3429196787033626,-2.1772420672602673,-1.9740527460676671,1.2767474999999706
1D-015,-0.04454527118866037,-0.8365062373331122,-1.119856021950965,0.13505013754759862,-0.9391560658821032,-0.03700494952789328,-1.3059237808214765,-1.0583863404562355,-0.3671304690696729,-0.40292200998533206,-1.828197589607044,-1.2959974818356963,-1.0309866152485436,-0.8148300658288822,-0.6284537445591567,1.348683374999979
1D-016,2.995349987912263,-3.0271292509995944,-1.3014683093585109,-1.7453204737542927,-0.08757520786708171,2.0741016505456438,-2.6926810153112455,-2.21260665872197,-1.9392739046737357,-1.36460754708932,-2.545713179724679,-2.4879547673213303,-2.353227299277099,-2.1932835839844063,-1.9948658220633502,1.2375593749999894
1D-017,2.9888519309328174,-3.0251938813721546,-1.3014510459443953,-1.741862844065611,-0.28693312620639927,2.069133142722491,-2.6922147932462988,-2.2119760604569927,-1.9432296240637945,-1.3968808450945163,-2.5482427056831316,-2.488915885403974,-2.355003877653801,-2.1981375781608374,-2.0057436392983874,1.2354922499999645
1D-018,2.972418844966172,-3.020291420668625,-1.3014164240323214,-1.7396253880664416,-0.5960379730633913,2.0565454673445362,-2.6910667612934493,-2.210992601959328,-1.951880329650896,-1.4506592149281936,-2.554838619076746,-2.4912832142535137,-2.358565039383398,-2.207060171945404,-2.0249061779386865,1.2309948749999933
1D-019,3.186245157856541,-3.0191416058452196,-1.298719134863338,-1.7742613166001684,-0.1609050305308392,2.0322730799126916,-2.720225857103629,-2.205220449914467,-1.9729787968542158,-1.4303529877821477,-2.5849644147377164,-2.508732518336035,-2.3688917461065886,-2.213967723051055,-2.027116340094982,1.2559921249999775
1D-020,3.182168784823376,-3.017548918143284,-1.2986868571846828,-1.77808247703602,-0.1550663576897851,2.0276948971316884,-2.720108328124477,-2.205260727746122,-1.975416140750461,-1.4323509455376946,-2.5876924450379826,-2.509715551744846,-2.369718255467418,-2.215195872574282,-2.028913145908477,1.2540186249999579
1D-021,2.827825383853566,-2.9750162736199397,-1.300209429512743,-1.6708439960411001,-0.738992533872857,1.9396710411777771,-2.6808689141362274,-2.1894213289944346,-1.9031087929839017,-1.4234489646595134,-2.601782830679966,-2.48734044283757,-2.3366731177250464,-2.1755068523468117,-1.9890217441415912,1.2553287499999897
1D-022,3.2080623362116674,-3.0024222751928282,-1.2978134968410542,-1.7823919808531439,-0.5876068378686932,1.9810360139847547,-2.726801361664818,-2.1994802789913313,-1.989532464675064,-1.504869425276679,-2.617018928732954,-2.5196264430887365,-2.376273206319606,-2.2275329876864776,-2.0552418006251703,1.2431129999999655
1D-023,3.1987825321912147,-3.0181264313458844,-1.2984294827840384,-1.7686803088468315,-0.0906193943361494,2.026884578447595,-2.7223635937645967,-2.203225058318222,-1.9615293752718408,-1.3996841173273367,-2.5876621390052783,-2.507978592872242,-2.3649102039517618,-2.2056163941197835,-2.013034466062919,1.2607824999999764
1D-024,3.43054809294341,-2.993114283001491,-1.293692919008975,-1.8430018219563267,-1.1732272083030615,1.9145002023098698,-2.7621018782761424,-2.1923245792867,-2.0773905593655373,-1.7275564771723866,-2.6796447551631752,-2.5560286654608646,-2.413389513177949,-2.2878070360285174,-2.1565823714428527,1.2140842499999565
1D-025,0.4225325834990981,-1.2852262801947425,-1.070959371173213,-0.46583667179776317,-1.444516412011646,0.2276189301449038,-1.4769759827103026,-1.2416307686115555,-0.9009419647622453,-0.797419677453703,-1.9494093003089021,-1.5046210771023403,-1.3058118386225543,-1.1662629101025195,-1.0447229226575094,1.4223623749999774
1D-026,-0.29958466176807386,-0.29447448960867084,-0.3865389752597467,0.41812647802555514,-0.3272737525757358,-0.23156073921512035,-0.7134785002399691,-0.34060408871285835,0.38408424278339115,0.17834874321690727,-0.9799197368157194,-0.5495680687195582,-0.2949916150439218,-0.0702367634623714,0.10517371162103994,1.4782498749999604
1D-027,-0.43594655848326863,0.014034146919018048,-0.1424624028325417,-0.5809758605464368,-0.5951882263479719,-0.26370818335563456,-0.26217367376616724,-0.43710333568094223,-0.7023260460836223,-0.5438940596640045,-0.6678866157145394,-0.494251020715528,-0.5014058549496151,-0.5605937104700719,-0.6101346290928956,1.4814267499999687
1D-028,0.9843017538541594,-0.71762308342647,-1.159813070923961,-1.556181754036275,-0.5665446679959731,1.764050200501144,-0.7370032015376112,-1.3703653179862798,-1.7337241132727017,-1.5528213294381281,-0.4675271930877222,-1.0405955076267568,-1.3220264262076502,-1.5217147445366326,-1.6365277856014244,1.4765281249999873
1D-029,-0.338817975044535,-0.38170602262293163,-0.12994290241353937,-0.5545715692905355,-0.5095289488196205,-0.5495609185526928,-0.5975037540187303,-0.40690890034561766,-0.5549993097814013,-0.500563707654824,-1.1270470036183378,-0.684825330429651,-0.5565968592122532,-0.5290468093258803,-0.533611776262407,1.507898374999968
1D-030,-0.685369128394257,0.3138445364452683,2.9855768685844972,-1.2969453517856808,-0.6318491195194567,-1.3438271115904545,0.6166771632963997,1.363659390500492,-0.13991280334402134,-1.1380383541208672,0.4773816494731796,0.78883982656028,0.7618422491734229,0.48924804472226474,0.04054614469960368,1.5442429999999945
1D-031,0.4728162195213211,-1.0641194335535635,-0.36488636732939195,-0.7615222851716318,-1.7147637729543435,0.23673340708745563,-1.3063849125667453,-0.7485436331732301,-0.5945693682082626,-1.2691419846280017,-1.5259055224856948,-1.1306012253298843,-0.9410203728595394,-0.8563998047474592,-0.8764801434707851,1.6765912499999729
1D-032,0.8980488703502952,-0.7771053473685078,-1.0046801929685683,-1.182989648413654,-1.1903658677069515,1.3765425217790548,-0.796804352530138,-1.1538697239283522,-1.3822417176745663,-1.471820370604433,-0.6200898026195316,-0.9797107449662031,-1.1548637668336947,-1.291679682869008,-1.3933634019461287,1.684718499999974
1D-033,1.2480818341927342,-1.3896361321742052,1.2822990083929782,-2.083235474456026,-1.071121230607592,0.9812224559874405,-1.1618200798620777,-0.8059211550068807,-1.7106494669054872,-1.988482913422758,-1.0325732920738966,-1.1031086718985534,-1.1919935994103545,-1.3713876443135133,-1.5998158676848315,1.7001329999999655
1D-034,1.379186699269741,-1.4323278018470005,1.280267936041294,-2.0867886294533475,-1.1098758739445163,0.9549372872547278,-1.1978362208412954,-0.7977678823903978,-1.7131320825542162,-2.0036999650806098,-1.073105159766589,-1.1219778387885395,-1.2000225821670782,-1.3751579991091123,-1.6044293431180063,1.6919228749999604
1D-035,1.381086022546707,-1.4332454453908372,1.2783737184579056,-2.086541412822792,-1.109834089961638,0.9526857160628682,-1.1992133730516845,-0.7977780017536923,-1.712762421927857,-2.003464921764196,-1.0755969300315646,-1.1230088765303663,-1.2004115258226704,-1.375182288037823,-1.6042552876824456,1.6922471249999944
1D-036,1.3830230096352996,-1.435519067042925,1.2736385450676078,-2.0860136178931596,-1.1098360505677314,0.9497679065611152,-1.2016138070224098,-0.7982180738822594,-1.7121499731083485,-2.0031247793472247,-1.0796578430185164,-1.124879494796749,-1.2012800547806932,-1.3754213955165406,-1.6041011788324637,1.6960209999999734
1D-037,1.256367054662084,-1.521547166232469,-1.152620137280031,-1.9853153371465744,-0.9352892435312538,1.0411980684983886,-1.5163341791405445,-1.6387524324417786,-2.133995990021339,-1.8263229170838666,-1.7689299427406264,-1.7548667066666572,-1.819992086666589,-1.9297328221548045,-2.006678453384009,1.758654124999964
1D-038,1.07363286853282,-1.3331000748197686,1.2819234785713418,-2.0802033671808875,-1.1030274123002008,0.9867100087985183,-1.1217936128596304,-0.8146012671331423,-1.7104990349477307,-1.986568716473082,-1.0011513877297238,-1.0860890476447147,-1.1849897686368767,-1.3699426159619041,-1.6002091838355355,1.6650717499999814
1D-039,1.188649076778147,-1.5001927936593806,0.36942690545315104,-1.3400782932476565,-1.0423942149309935,0.2052255046713411,-1.2657611824370711,-0.7863655363756035,-1.3286074856882488,-1.259027078669062,-1.5310473411716428,-1.2129107812493851,-1.1260041171957518,-1.1570900817888752,-1.2313307805810916,1.6557976249999626
1D-040,-0.7655208175850605,0.28380592909959623,0.09501492458358593,-0.14251545750777406,-0.4722264179063285,-1.2054794880027806,0.16126794412076226,0.22606828164992038,-0.20029761079475003,-0.1919913171216771,-0.43890925398035907,-0.009390472611857504,0.06120393564514646,0.008513472915241425,-0.08109641198382801,1.7013537499999813
1D-041,-0.4712205357100273,0.2066774903272217,2.8997618456253536,-1.9939288474343821,-1.872212091119613,-0.16479508788537234,0.17113725606540328,0.45231508421138716,-1.0989203301624388,-2.1435139420586564,0.20765592542670824,0.1409072642124131,-0.0589749714397207,-0.43891148516062095,-0.9489799561599171,1.8771456249999687
1D-042,-0.47210284980009765,0.20583275482155966,2.8957619617518304,-1.9934215685816274,-1.8727271447958342,-0.16889392015156843,0.16953379907628707,0.45206259898496143,-1.0985000758578816,-2.1433231785200104,0.2036911458525433,0.1393419490039992,-0.05961950410071384,-0.4390719352008863,-0.9488762698511791,1.8789926249999667
1D-043,1.9894086867959078,-2.0868156800855324,-1.2010824138948337,-1.5827889682464518,-0.7926059848008403,1.2036737380614206,-2.081408277432737,-1.78475846350105,-1.770201892221376,-1.4749996340829736,-2.251599619732458,-2.0593318606477995,-1.9528124125464807,-1.882707721927423,-1.8043760606714057,1.733795124999972
1D-044,-0.07981971108077837,-0.6720621497076598,0.16788610107911586,-1.7746360707143094,-1.3495318757763755,-0.038587553846876434,-0.7361662062718487,-0.737230917326172,-1.6384843495609422,-1.7338532078539026,-1.1915686324363746,-0.987952632333904,-1.0490531048866598,-1.2428889088932213,-1.4682607864523223,1.804936624999982
1D-045,1.1113337050711254,-1.7876220611013136,0.3129398549022308,-1.4692460564375476,-0.5647868501613091,0.07873086174167826,-1.7973157710006749,-1.1177904432800667,-1.424942699545291,-1.2753120936510127,-2.2872922250920342,-1.7004008690327448,-1.481114111023652,-1.4084998092845566,-1.3922885399374278,1.7414262499999893
1D-046,-0.9548303950988084,0.7012073274336633,3.143505377778124,-1.2471506468998783,-2.0695616182271133,-1.4198583881066926,0.7950155407966147,1.5385413083570028,-0.010028172884045061,-1.5463777107084962,0.6881411363535711,0.971428119508497,0.918634569393337,0.5949122449479664,0.04669792119365727,1.8882568749999677
1D-047,-0.37972214587135933,-0.768054197140876,1.8199732240646884,-2.0076349389467514,-1.2239244510555904,-0.91515246032771,-0.8532331251466787,-0.38358929984910795,-1.6971013517870548,-1.87248463772077,-1.6337626959192075,-1.0149429521783533,-0.9539446168947208,-1.1482758800837536,-1.4387708680454185,2.002306749999974
1D-048,-0.9437656185886935,0.2110785386327692,1.9088905733409234,-0.7688084730302728,-1.4906508201351403,-1.7203190505696406,0.29970011918372946,0.6745854372611125,-0.5973179093151072,-0.9554153292676592,-0.40099531071237454,0.1602382147532969,0.19209692009736745,-0.020297642335710884,-0.34212130316598344,2.120021874999992
2D-000,0.046282015270294435,0.1988666096812291,-1.0877598027899271,0.6896821845853616,-0.6756636743901071,1.3462659615536174,-0.04047931856762541,-0.6454503413181069,0.11367555261357487,0.1098959541794882,0.401292567132949,-0.13147719100728436,-0.2637083013490033,-0.22058620514360153,-0.09825934896767742,0.03048662499998045
2D-001,0.0459525095975339,0.19897693645688974,-1.087789584019855,0.6893966694611386,-0.6758331621995727,1.3455382001245335,-0.04055073782865502,-0.6454900347776825,0.11340007389422725,0.10981981676743874,0.4007744068350172,-0.13168119923301053,-0.26384761852237865,-0.2207353616327691,-0.09842613823059854,0.030545624999973597
2D-002,0.04496532570696429,0.19930693437927796,-1.0878877695642821,0.6885522256993426,-0.6763417504380571,1.3433554884805163,-0.04076663684586804,-0.6456170206753316,0.11256602074934348,0.1095883898810505,0.39921450580337325,-0.13229891983544706,-0.26427206666377756,-0.22118982630239675,-0.09893307213792932,0.032597249999980704
2D-003,0.03158861695230058,0.20210569358380628,-1.0889231617826447,0.6733941227329828,-0.6849920687461774,1.3069307125694398,-0.04555866628447563,-0.6475658756869461,0.09812530588107378,0.10540413246414246,0.3721883054352968,-0.14320607126671084,-0.27173926852705504,-0.22908795706456916,-0.10772784248600122,0.03970124999997893
2D-004,0.004900149808612568,0.21245238143391404,-1.091481317729099,0.6530775457056454,-0.6969748346458952,1.253723191883084,-0.04976282905242239,-0.6505269993028144,0.0783757495761215,0.09997677929813693,0.3351954538025619,-0.1575731617753274,-0.2815687611539048,-0.23972168211221617,-0.11967185624630915,0.0766821249999623
2D-005,0.06148026303539841,0.09223510265619056,-0.5862505404098751,0.0005371217194629031,-1.1393707857983981,1.0776829855580428,-0.07087076254331398,-0.3574090019235731,0.0006810804342057269,-0.43688712254362533,0.35305830675217637,-0.06148882409563187,-0.1778559131876865,-0.20174381976284253,-0.21703157152746122,0.28039612499998157
2D-006,-0.011463288550054416,0.1134563462243412,-0.43045568160620556,0.11032853998931856,-1.1982679285853486,0.905406616254692,-0.06459980141415687,-0.17812941859697806,0.19016942445134943,-0.5428343011061119,0.35699226611347246,0.027625733545411955,-0.04733927773478322,-0.06032502801594329,-0.10420375445666541,0.41080062499997894
2D-007,0.9585077618465042,-0.6513492360329043,-1.145546082427343,-0.05604175069236021,-1.0746217750680331,1.3132738851444516,-0.7814089446001119,-1.0585574738274643,-0.5504171901334277,-0.3966023958822386,-0.5418062600808344,-0.8239053869226499,-0.868693464026453,-0.8090685044127696,-0.6918137189290351,0.31637812499999995
2D-008,0.9533305066318195,-0.6505989747705999,-1.1456759432094397,-0.05629668242336791,-1.0757178658609525,1.3099334144174977,-0.7812127400406312,-1.0585863756594749,-0.5509649140266841,-0.3968066433995488,-0.5437290272950828,-0.8244182602326802,-0.8689306606583492,-0.8093247695025687,-0.6921353123001341,0.31633174999998914
2D-009,0.9521590146269184,-0.6500459645563573,-1.1456685889617995,-0.05537483318274378,-1.0757483567391097,1.30985725524746,-0.7808988981644274,-1.0583556929491298,-0.5502405125483149,-0.39658878210243453,-0.5433525585073316,-0.824062248273239,-0.8685436817231684,-0.8088775342987105,-0.6916565661164678,0.31638937499997155
2D-010,0.9540782492756216,-0.6507224436855074,-1.1455170527212777,-0.052934167558881,-1.0745417295320827,1.3158544688488445,-0.780149684308657,-1.0580939825138551,-0.5479479208045194,-0.3958752292413223,-0.5389933477913048,-0.8223296509572674,-0.8673766025111325,-0.8076395082446782,-0.6902620931061844,0.31655324999999834
2D-011,0.9538323846286516,-0.6507439990621012,-1.1456578446015009,-0.05679244174630923,-1.0755636367544776,1.3096972818695725,-0.7813665694007805,-1.058648726750763,-0.5513067585471487,-0.3969099189103378,-0.5440379644401977,-0.8246070349985516,-0.8691015112411222,-0.8095183030396327,-0.6923488415903168,0.31645137499998555
2D-012,1.254617133726122,-0.6616499396511173,-1.1433010905568632,-0.12169957239163245,-1.0613748285132976,1.2769090980439435,-0.8279185951449792,-1.062193455378955,-0.5977892005075669,-0.4114090615928793,-0.5961624686625467,-0.8599997201108001,-0.8968250404035722,-0.836864212543332,-0.7212089120525467,0.3387072499999704
2D-013,-0.014363820162391757,0.13762053113554262,0.05412314882440832,-0.3984939454891136,-0.6280224817428985,0.9520509377838086,-0.00126664451223609,-0.4078935833757638,-0.45742950700706203,-0.5624780056307599,0.30032107631993277,-0.12436520136158305,-0.30424711076966793,-0.4096144558180328,-0.4767170608962472,0.42045612499995855
2D-014,1.2579388550688724,-0.6617866401691717,-1.1430686750969121,-0.1199766416812034,-1.0598936399861012,1.2807074995120034,-0.8275884973747969,-1.0617377987592878,-0.5959565103443862,-0.4109303163219311,-0.5932475719560507,-0.8587709686499514,-0.8958802280878716,-0.8358167340615361,-0.720060618472414,0.33896887499997774
2D-015,0.9136979726064356,-0.6402721422459287,-1.145691267971901,-0.03311898248839926,-1.0776711253431408,1.3134996947406972,-0.7722466321635971,-1.0539627582256192,-0.5332893422098026,-0.3916173866324316,-0.5314154511110314,-0.81479541552886,-0.8594411613906173,-0.7986624508117192,-0.6807036610797459,0.31978824999995936
2D-016,0.7771709193034975,-0.6035375838908541,-1.1453518237482745,0.007826657445520397,-1.080802253442938,1.2698149804254248,-0.7520083853556829,-1.0412519311023751,-0.5018197300509445,-0.382866954555155,-0.53334526474704,-0.8010527867588884,-0.8410766597813494,-0.7776739041032653,-0.6591412233925023,0.3327049999999758
2D-017,0.5786680905669314,-0.5442954716913077,-1.1429126361435775,0.07100239088459782,-1.0764908954685903,1.1963878259273941,-0.7222089713818912,-1.0180411119781538,-0.450176291709093,-0.36961715540362716,-0.5384973875479213,-0.7792642710905192,-0.8107587435582837,-0.74273825573723,-0.6235122458738949,0.3539347499999792
2D-018,0.5794906660827018,-0.5445502763334672,-1.142881631954739,0.07109036962009217,-1.0760806439611044,1.1975538121171596,-0.7221609358170408,-1.0180723463946248,-0.4500100634962342,-0.36955307433248896,-0.537781569031359,-0.7790528199291428,-0.810671652799574,-0.7426630898748172,-0.623419630482298,0.3530976249999753
2D-019,-0.9610311064425838,0.9432768264063667,-0.33678467017599456,1.790857506662694,0.206005303150961,-1.2739093137325455,0.8384618497135122,0.7183191880740385,1.2878853252853577,1.7396424208176513,0.5016727292979034,0.7893607779051127,0.9307400347795661,1.0959262712436348,1.2932801102733007,0.46818862499998204
2D-020,-0.9472113418429915,0.8840442763572768,-0.2561685800769402,1.830923014524019,0.19175393419501993,-1.2590998187091,0.8022976089032481,0.7228266204257563,1.3317071788435821,1.7979873702315854,0.48006327799090676,0.7801700746785316,0.9355208143294168,1.116721002747909,1.3288926465403694,0.48009949999996593
2D-021,-0.9564786385798999,0.9221825625627166,-0.3242347829280095,1.8349852978800782,0.2745552410314448,-1.2775598791333103,0.829323167881115,0.7276454193108016,1.337929742020187,1.8222166746298034,0.4984639482040718,0.7953235265896987,0.9475012645972488,1.1271996953094177,1.34085815018544,0.47643262499997263
2D-022,-0.9448088482438535,0.8552164204985392,-0.24144477077284238,1.8576227161876382,0.2689197448956229,-1.2790227014417779,0.7876531292485865,0.7307207998271602,1.3691730765518197,1.8754157198756938,0.4610416763903434,0.7784392658387828,0.9461137101147242,1.1410539732731604,1.3685173810164866,0.48959624999997686
2D-023,0.07635918406029578,0.07998281777022971,0.9443199207438708,-1.4430499110030397,-0.5540771459522552,0.948747450487082,0.05671564168251513,-0.3329630533076805,-1.0398764824701674,-1.025609235403543,0.361168487131163,-0.1291050472703187,-0.40437609598118834,-0.6465197416469629,-0.8498687053356698,0.544851374999979
2D-024,0.839442853564173,-0.598479067542859,-0.688041589238894,-0.4235019514036137,-1.2669936126757435,1.2818963140235546,-0.6984024182556776,-0.7357787283548562,-0.4350250749874808,-0.8543382308852188,-0.32343714668797696,-0.6122452869548549,-0.6650390334437524,-0.6593397038175458,-0.6626507597511966,0.5680817499999762
2D-025,-0.18166977802801557,0.06863103198444111,-0.8874092035806292,0.4779581015403459,-0.7417833572798965,0.3692207313449045,-0.2276366249044528,-0.49606445185436077,0.046744523501903126,0.1049012525061941,-0.2614204145185824,-0.3136461703431446,-0.2950568555212476,-0.21399195914489244,-0.09970292014291131,0.6474968750000016
2D-026,-0.13961015053163642,0.1604787507722762,0.48443644008068093,-0.5603834554703714,-0.8257759290942789,0.6945472251686875,0.027656077465474136,-0.11665744526884704,-0.3209796864541643,-0.8479881314987315,0.32741172833668636,0.012270463619106026,-0.13104089629691984,-0.2564768316324316,-0.4039065906831146,0.6367216249999785
2D-027,-0.10589367735723837,0.17838503191543614,0.5357327461241975,-0.6237973752330321,-1.1588528220131087,0.7892777747594595,0.04905647016038178,-0.07908620092865655,-0.3081117015076092,-0.9820979257567662,0.4198103818067648,0.05742284292684135,-0.1027991938947201,-0.2455809545413182,-0.4222435082849158,0.6323764999999923
2D-028,-0.7012720714726104,0.7946261504609448,-0.5576963662477727,1.2944280528694465,0.5029747096567414,-0.4656109831046065,0.5905781521959965,0.3159833394324368,0.9781881366105736,1.422025793247047,0.5031831018098492,0.5341668314291165,0.5971744198804012,0.7418333046029201,0.9449554639181207,0.7085699999999804
2D-029,-0.2332191367402754,0.07608693125248087,-0.9589179869617507,0.5282165260884962,-0.5808730252976195,0.25669631578855445,-0.2467564996441102,-0.5028746717723221,0.07205017124195418,0.1838464368471771,-0.34574365216728153,-0.34091853909966524,-0.29989121276187175,-0.20206570743883856,-0.06976739729195247,0.7123893749999581
2D-030,0.8585910906026714,-0.5894022163676161,0.058003323100807185,-1.0817938800025526,-0.7219111698936678,1.179465070338339,-0.6382405185590466,-0.7799322217397486,-0.9910112749765209,-1.009473023680863,-0.37087013309281414,-0.6849854760900453,-0.8143696175537674,-0.9067038773647872,-0.9751007773621084,0.761329499999988
2D-031,0.059031999305778106,-0.3595779305056426,-1.1159385253444796,0.15015083651339675,-1.0543784480644909,0.685734840949908,-0.6924907363637489,-0.9234230512461614,-0.35896752759120293,-0.34712317109579155,-0.760570540151927,-0.7846411545218553,-0.7512061735009463,-0.6637616344156048,-0.5475882635952545,0.7588372499999707
2D-032,2.193288760906564,-1.4773014307400814,-1.1853951684330035,-0.7855312847020677,-1.1972635715116406,1.397966234991588,-1.5278523252635094,-1.4411914550685385,-1.1590624459816665,-0.8904611186704394,-1.3901385011714449,-1.477143392401329,-1.4404115501986243,-1.3602873007724192,-1.2462254076992458,0.6229254999999796
2D-033,2.1990834011205758,-1.4777981556902064,-1.1853704567792975,-0.7857530187569249,-1.1980270372528141,1.3983737906298976,-1.5286401738063935,-1.4412157664087375,-1.1593515115096078,-0.890599759721558,-1.3904169469391423,-1.477513779545806,-1.4407000426879437,-1.3605204708417724,-1.246439366231275,0.62287862499997
2D-034,0.28899778602792475,-0.015227282669584487,-0.1528324424299485,-1.4481600848172165,-0.3720442253675247,1.3208790447453884,-0.05453711343713843,-0.7033952964277056,-1.2866246589445516,-1.1981245523035677,0.2736929246581879,-0.34945543178257343,-0.6780949026371953,-0.9345451316825426,-1.1188585093540777,0.754002249999985
2D-035,0.25034277513675807,-0.05268652408853142,-0.7160160391400948,-0.45254720539656534,-0.9656832477318502,1.2670982616805255,-0.13096156827614977,-0.5927537290269973,-0.5360963301459705,-0.7877652293883964,0.2630280705007207,-0.2498070132812122,-0.450309954850442,-0.5586660467696951,-0.6302017979824859,0.776523874999981
2D-036,0.32761647666811305,0.09603131763137297,-1.1844506596574904,-1.3192614626250516,-0.3578233431540982,1.9237610572677966,-0.03138466918564581,-1.1567863200218351,-1.5291354163713162,-1.2400528897674972,0.39973526192396347,-0.5039585719691964,-0.9426569416088995,-1.2251335050559358,-1.3699637652162833,0.7802198750000002
