x1,x2,x3,x4,x5,x6,y
4.7,22.090000000000003,103.82300000000001,487.96810000000005,2293.4500700000003,-0.9999232575641008,-1.0006484962868218
4.800000000000001,23.040000000000006,110.59200000000006,530.8416000000003,2548.0396800000017,-0.9961646088358406,-0.9857313122153815
4.9,24.010000000000005,117.64900000000003,576.4801000000002,2824.752490000001,-0.9824526126243325,-0.9951416844042233
5.0,25.0,125.0,625.0,3125.0,-0.9589242746631385,-0.9449009118269116
5.1000000000000005,26.010000000000005,132.65100000000004,676.5201000000003,3450.2525100000016,-0.9258146823277321,-0.9404606201983611
5.2,27.040000000000003,140.608,731.1616000000001,3802.0403200000005,-0.8834546557201531,-0.8882645295802528
5.300000000000001,28.090000000000007,148.87700000000007,789.0481000000004,4181.954930000003,-0.8322674422239008,-0.8394028215058061
5.4,29.160000000000004,157.46400000000003,850.3056000000003,4591.650240000002,-0.7727644875559871,-0.7862425575526252
5.5,30.25,166.375,915.0625,5032.84375,-0.7055403255703919,-0.729845797550137
5.6000000000000005,31.360000000000007,175.61600000000004,983.4496000000004,5507.317760000003,-0.6312666378723208,-0.6336596797999048
5.7,32.49,185.193,1055.6001,6016.920570000001,-0.5506855425976376,-0.5624277105461727
5.800000000000001,33.64000000000001,195.11200000000008,1131.6496000000006,6563.567680000004,-0.4646021794137566,-0.4473352239054663
5.9,34.81,205.37900000000005,1211.7361000000003,7149.2429900000025,-0.373876664830236,-0.3704821010097133
