,key,key,a0.25_rp1.0,a0.25_rp1.5,a0.25_rp2.0,a0.25_rp2.5,a0.25_rp3.0,a0.5_rp1.0,a0.5_rp1.5,a0.5_rp2.0,a0.5_rp2.5,a0.5_rp3.0,a1.0_rp1.0,a1.0_rp1.5,a1.0_rp2.0,a1.0_rp2.5,a1.0_rp3.0,total_spin_moment,polytype,minus_energy
15,15,3D-010,0.19962722139723424,0.7328170965781954,0.1351620589828945,0.6291521137001569,0.3809772219387833,0.5871245584641762,0.651908551479945,0.4235568552347675,0.5605088158347014,0.5812441946268752,0.6454920984778401,0.5923619213236049,0.5747309465432865,0.555016310397817,0.5521991085653124,0.03107146194014098,,-0.10107773062483716
16,16,3D-013,0.06806543875730672,0.9011404021378763,0.2684876156886258,0.8330657576483629,0.424432038387951,0.3205062747563323,0.8528489331303004,0.6911281397776522,0.835621974193985,0.7263860434562258,0.8314495208321828,0.8376863365708045,0.8520917230087227,0.8324601849322678,0.8113943824014158,0.03107146194014098,,-0.10852057835488438
17,17,3D-011,0.2577487253724638,0.6877020875908534,0.15482211715032348,0.4411661851193067,0.18429446125332982,0.7239499686447926,0.6018119970797202,0.39600950475126084,0.47173431701245183,0.3549913815021058,0.6546404134277193,0.5585400713017357,0.5190664630550091,0.47513403118691533,0.4359581119979616,0.09775104765398179,,-0.11386739818428282
18,18,3D-012,0.14761651961854366,0.7940908767720588,0.20270708960725234,0.6048971803526055,0.5241109095448726,0.4471205157002718,0.7418067945330977,0.5248411133932799,0.6003136864236287,0.6458975438204496,0.7044578772315799,0.6790838387071274,0.6662987635062377,0.6366359684521705,0.6229217864295489,0.03107146194014098,,-0.11733617135438124
19,19,3D-014,0.13663814343232758,0.7611923958077412,0.17621845094156835,0.710255988146218,0.6168218441618545,0.3885295283893473,0.7151756324948357,0.5301117615401791,0.6802462628901822,0.7742867330650456,0.6551756057644984,0.6695418128725881,0.6838349459755394,0.6823308141565201,0.6978972813396325,0.0316597399811059,,-0.12846329710630755
20,20,3D-015,0.010908047398030592,0.9611102843602032,0.37345412280428175,0.7920891081308473,0.595430677948465,0.19352481067600924,0.9395063527619749,0.798537368423644,0.8765225467486983,0.7742420710461645,0.897164699071368,0.9278137713144379,0.9463626396738979,0.9152260511293234,0.879730438995836,0.03107146194014098,,-0.12927714484078479
21,21,2D-005,0.25151521711390745,0.6910295041279583,0.15451773168977553,0.43815347194173054,0.1881480396333166,0.7150799697613275,0.6019737499670361,0.3962719221795885,0.4694712650439271,0.3538686976553065,0.6498117830370003,0.5570864699722264,0.5182741123131808,0.474159774716285,0.43463941078584084,0.03106108056294748,graphene,-0.13226095839223717
22,22,3D-016,0.0127536685647524,0.9514376660571865,0.42502027428790023,0.6508300241707351,0.717494012612208,0.1914897330382499,0.9350702632755952,0.7506040337600592,0.7491703509470146,0.7862359475854068,0.8620195742434715,0.8841072059919872,0.8854876554639698,0.8419362128253286,0.8080443276811973,0.03107146194014098,,-0.1323340708453884
23,23,3D-019,0.013729104399313248,0.9531620222735572,0.3923435662375991,0.7446035954594471,0.47447672936627894,0.19870233812100202,0.9345088549221581,0.7633199619959388,0.7946854733971916,0.7351396268342022,0.8738720288472961,0.8968225584942116,0.9026165417414208,0.8602001523389479,0.8185698501171139,0.03107146194014098,,-0.13314237618421032
24,24,3D-017,0.11755069782394226,0.8418210622636119,0.28534856608812154,0.5236432226530454,0.40700917913954493,0.46995508871855884,0.7774823147976042,0.554937808875516,0.5638249902195867,0.5178546855875246,0.7611061143107296,0.7119539779625474,0.6811675731325274,0.626125827383257,0.5797839107227336,0.03106108056294748,,-0.13365681663073303
25,25,3D-018,0.08744874582227757,0.8793708329326476,0.2797107101405503,0.8586987974738685,0.3517903336071791,0.3155585031481152,0.8426794755623819,0.6942146925248497,0.8408947407845387,0.7166512461797407,0.821825753682369,0.8338344976795895,0.8516070889663411,0.8334576905530161,0.811383516292381,0.03107146194014098,,-0.1341656557199542
26,26,3D-020,0.1912142972457771,0.7718349528016125,0.10512050982459101,0.6466354544329301,0.34145647472720136,0.5674220430438062,0.6764433559461822,0.44245277149717355,0.5842873373637761,0.577542097187848,0.6678530447061437,0.6154593308245087,0.598038999019784,0.5761078404643434,0.5689411110094522,0.03107146194014098,,-0.13599564862981595
27,27,3D-032,0.12079162909926783,0.8167408649129718,0.2684404598264484,0.5526065234984223,0.37377255157137984,0.4651490088643393,0.7583031665658457,0.5469380480717384,0.5724207358740813,0.5219012108494447,0.7373949993910545,0.697762582661029,0.6729770798714348,0.6237214691177528,0.5817769638461847,0.03107146194014098,,-0.14049194657484065
28,28,3D-048,0.455264192208053,0.5300494048839887,0.033729470483596265,0.42760535997779986,0.20127902808351647,0.7746669091148823,0.4427754085923674,0.2482560554214678,0.34935108471015425,0.3625478072022812,0.4621151839858513,0.38786569704823326,0.35848351928601585,0.33685232224430306,0.32941777760062557,0.03107146194014098,,-0.14322540893593327
29,29,3D-021,0.01973088735259572,0.9116036040206056,0.38599446931735754,0.9162201980373157,0.5347203896927983,0.17950926015210755,0.9099156881839243,0.8175699978490708,0.9667515515345011,0.8314283003480649,0.8768019638229454,0.9315591094519764,0.9727573180162842,0.9632483932133579,0.9432754720413645,0.03107146194014098,,-0.14327729519301613
30,30,3D-047,0.4555767745614607,0.5299827836113077,0.03371583206027828,0.4277659854279174,0.20116434789804452,0.7749791984581931,0.44277443975332953,0.248247365516969,0.349442225978333,0.36257057929505454,0.46229457244677263,0.3879214790563126,0.35851561311717683,0.33689029119715663,0.32946585033188486,0.03107146194014098,,-0.1434382605132356
31,31,3D-038,0.44590644140557845,0.5323001988154746,0.03372190764073743,0.4281818519005596,0.20106824480390748,0.7692953524941109,0.4436459303820548,0.2487626537744194,0.3497786069669389,0.3626506586879711,0.45995313390063464,0.38777955604716574,0.35890753666740893,0.33733717849204736,0.3298279612695189,0.03107146194014098,,-0.14444355674396547
32,32,3D-039,0.44542149106937706,0.5324118609079641,0.03374604317652401,0.42906997669807906,0.20118303918756383,0.7703202369938715,0.4439550583393366,0.24890782496140476,0.3505495716808593,0.3628705648190408,0.46088275467480333,0.3882726189733898,0.35932824339327984,0.3377916020974182,0.3303189396310327,0.03107146194014098,,-0.14475281062843237
33,33,3D-040,0.4467244306748611,0.5321639971865301,0.03375275943100104,0.4280282287766488,0.20130549336926631,0.7696274920699189,0.4435677780920142,0.24875435589150582,0.3497340682886102,0.3626460754084478,0.4600863282398251,0.38778352690214857,0.35888319729930585,0.33730825822437094,0.32980057764406084,0.03107146194014098,,-0.14476389541972878
34,34,3D-023,0.16163575042510406,0.7797834672212821,0.19881362314324283,0.6140591337395381,0.504459385972559,0.43755126711151604,0.7319781663568306,0.5231629272496368,0.6047131252858734,0.6591755722745307,0.6901409411971273,0.6721971573410157,0.6636141672237933,0.6377660365117367,0.6276820156855061,0.03107146194014098,,-0.14485758549072614
35,35,3D-036,0.4506532683773216,0.5319196458695011,0.03375175707287275,0.42706184058161323,0.20129732007960802,0.7691451715737574,0.44289964281514216,0.24863437189687995,0.34894255857764916,0.36242758474869546,0.45928576251349096,0.3872143351513819,0.35839272015621015,0.33681800185286426,0.32929373878496265,0.03107146194014098,,-0.14487138251816134
36,36,3D-046,0.4327103877487742,0.5356622904665921,0.033709556094916236,0.4344551306031293,0.20040482447352523,0.7686268492359734,0.4463323616890791,0.25013059429948303,0.3547343005090455,0.363996959350936,0.46251850575341846,0.39038727499580106,0.3617491654680822,0.3404761724628421,0.3331060554896767,0.03107146194014098,,-0.1471151683281562
37,37,3D-045,0.4310597727381645,0.536093656421654,0.033725076217346585,0.4351381597214737,0.2004656402168746,0.768481714543094,0.44666215403749576,0.2503110482271762,0.3553210388865295,0.3641648894388196,0.4628038130252108,0.39070165422864234,0.3620971763634737,0.3408586111916124,0.3335025600355172,0.03107146194014098,,-0.14737035437428858
38,38,3D-022,0.1279088900984765,0.7838339671255278,0.22155617649399814,0.5562970536934302,0.758110878987807,0.38948775258256463,0.7304140532743253,0.5315731180589572,0.5848372760517218,0.6733203239198862,0.664729558963769,0.6660074193307921,0.6614542919257821,0.635038930948075,0.6256545739409836,0.031119908367043973,,-0.14819104166083719
39,39,3D-024,0.01650337542973141,0.9423357848055648,0.4132350065878414,0.6879812498118915,0.5447258914715671,0.1989851892224479,0.9325017957589106,0.7855506050103274,0.7780711455653907,0.6545927527874879,0.8818329303191033,0.9049343573233946,0.9077446413986711,0.8545779987995331,0.7947315683589824,0.03107146194014098,,-0.14878313460799575
40,40,3D-025,0.05421887765442512,0.8862251649939016,0.2287150618116479,0.8282028350607753,0.5597167506573754,0.2629041076180072,0.8315687987651517,0.6676403003949992,0.8136613116633666,0.7776896410480908,0.7678108828761716,0.8026520886830506,0.8261835331561126,0.8151862893251299,0.8075041618965262,0.03107146194014098,,-0.1488932749809635
41,41,2D-008,0.4456758924062335,0.5322996686575213,0.03370709927076509,0.42622340851255774,0.20102300215245586,0.7663743374377932,0.44308467446055677,0.24853699687041866,0.3481498968330896,0.36217937623713353,0.4576587879547165,0.386707284453633,0.35805905167218954,0.33641962280749615,0.3288157685556214,0.03107146194014098,,-0.1492115499987534
42,42,2D-007,0.4468030091793256,0.5321393517706899,0.03373514333728947,0.4262769215892714,0.20124470648102852,0.7671121071569806,0.4430407874849118,0.24854308635669323,0.3482703556287645,0.36222172691516297,0.45807077579735944,0.3868218205204017,0.35811404206635766,0.3364777187573659,0.32888739960990737,0.03107146194014098,,-0.14923342477304402
43,43,2D-009,0.44542085219022803,0.5324178366616391,0.03370868745625681,0.4264169151778012,0.20101683481694635,0.7663575170750105,0.4431548745151008,0.24858560068203542,0.34830921164616196,0.36222454972942697,0.45773945323886434,0.38678678987682313,0.3581487667917098,0.3365210121695964,0.3289224035081834,0.03107146194014098,,-0.14923873132205756
44,44,2D-011,0.4457851539907638,0.5322686796619586,0.03371100775304009,0.4261193429787175,0.20105419779858166,0.7663221856730229,0.44305026595649233,0.24852385977535632,0.3480747162909401,0.3621579620825657,0.4575925925531177,0.38666512683153575,0.35801944258998863,0.33637574826072825,0.3287682074752282,0.03107146194014098,,-0.1492679763033209
45,45,2D-010,0.44583868006896915,0.5322732856452922,0.03374141244328846,0.4269292387173078,0.20126089714873432,0.7676820497400927,0.44332245844040874,0.24864074189602217,0.3488134124740461,0.36237250475906957,0.4586734934103496,0.3871737175604919,0.3584193361728275,0.3368016758356026,0.3292330055941614,0.03107146194014098,,-0.14931603005275917
46,46,2D-015,0.43704767301047026,0.5345063208257282,0.033703789813891424,0.4310886719686445,0.20062791984282988,0.7671619790151794,0.445090210718589,0.24951117230995037,0.3520372169229031,0.3632553674925038,0.46029719558393767,0.38885628063250666,0.36025904625482597,0.33883679766593544,0.3313620313294727,0.03107146194014098,,-0.15084195770386088
47,47,3D-026,0.013983720615035486,0.9551483489295299,0.47162651482744505,0.5065123602678974,0.7680722502866002,0.20044859959766348,0.9425428922633969,0.7546090697709259,0.6656770461814122,0.6849838234621528,0.8708890451579681,0.8805029669068021,0.8655811644851087,0.7996209637390604,0.7415251629628581,0.03107146194014098,,-0.1517125265511794
48,48,3D-027,0.036786232481116864,0.9064833862815619,0.1826186927279227,0.8891678650640122,0.6570321145386773,0.25288963600719594,0.8330730806753301,0.633617546302012,0.8287591552385769,0.8980117314558506,0.7479336467870685,0.7865642995709159,0.8148213082210186,0.8192337995954798,0.838990255641886,0.031095685153592477,,-0.15295767879754862
49,49,3D-041,0.5110283018038355,0.5295683561441088,0.034177350036767196,0.4135576610745366,0.2037852442013761,0.7616368430653786,0.4330493680421723,0.24773226681098784,0.33868317489210076,0.3594359955473827,0.44816014045588526,0.37944832386808613,0.3520159216831642,0.33059895182785815,0.3228280327313791,0.03107146194014098,,-0.1541428670399938
50,50,2D-016,0.4073249868809308,0.5423558131699385,0.03377709444239434,0.43968362859572707,0.19999459214997464,0.7575138599183364,0.449617095553005,0.25218928653041506,0.3589582069101652,0.3650697676693317,0.459883697917288,0.3919253166216903,0.36451657375056956,0.3435949547694549,0.3361648049041773,0.03107146194014098,,-0.1569347014402922
51,51,2D-012,0.5112676387708263,0.5299382828641416,0.03421996023386034,0.4124945962758874,0.20392414271981987,0.7590806526224503,0.4326375231259063,0.24777700136442807,0.33785201275816107,0.35915156801942333,0.446423969599556,0.3787611496390004,0.3515921683737031,0.3301763607869488,0.3223399739985416,0.03107146194014098,,-0.1597659222266259
52,52,2D-014,0.5119907956726406,0.5299090725042525,0.03427015148109391,0.41285625907445417,0.2042237400798492,0.7599195600141067,0.4327113592938261,0.2478730061689107,0.33825506921164056,0.35925083574661587,0.4470485392285459,0.37903555728823757,0.35181120859042114,0.3304138268320338,0.322595742578266,0.03107146194014098,,-0.1598893289721417
53,53,3D-030,0.11132950219998067,0.7863586043472456,0.27987682949319503,0.7627376655575319,0.6735894755118955,0.23652098211328298,0.7816698510552536,0.6750056378755533,0.7853232494257174,0.771660612526684,0.7113494590883578,0.7726777790530039,0.8071044746133574,0.8000292595137096,0.7928714046558285,0.03107146194014098,,-0.16255292177115166
54,54,3D-028,0.012113861687966347,0.9524227479686619,0.47974564458443975,0.48187275776294536,0.7973636287069603,0.18954174379672284,0.9407145046561229,0.7585216822391531,0.652470223839181,0.665416948319314,0.8643810895622566,0.8781518272711584,0.8627888125960682,0.7936035085056615,0.730959714339819,0.03107146194014098,,-0.16260068071231615
55,55,3D-031,0.08729179016284713,0.8450018965145459,0.28898857724828314,0.7614348278700136,0.8045822755395822,0.2734499149655689,0.8184381192461583,0.6804150209250011,0.8028158387833427,0.8046362358487211,0.7681327560328342,0.8031500615955691,0.8283054853040993,0.818688254680861,0.8142554894994971,0.03107146194014098,,-0.16393162216782287
56,56,2D-018,0.36428891470077207,0.5549603044122656,0.03431054435596602,0.4529634030255862,0.2009496236735613,0.7415544020428975,0.4562933639049469,0.25707312098338886,0.3703525063269633,0.3678303978207271,0.45893313904679056,0.39683840065324527,0.3715655073937161,0.3515319957058809,0.3441213599543967,0.03107146194014098,,-0.16655376492282414
57,57,2D-017,0.3641098355125701,0.5550147514283036,0.03430384885082371,0.45294493528599533,0.20086664283328723,0.7412968846526509,0.45628261932454417,0.25707970193473917,0.37031594839955745,0.36781711062464617,0.4587797619119107,0.396791178885483,0.37154531673960955,0.3515149554130417,0.34410073099018473,0.03107146194014098,,-0.1669486311314614
58,58,3D-029,0.16111411372478113,0.7248481013044902,0.19758391748977516,0.6691034127653516,0.5857338205478612,0.3800249154256037,0.6907481226288787,0.5158675788805832,0.629029482850129,0.7275083740075212,0.6189535382735571,0.6410111174957625,0.6533363007694429,0.6462062689983762,0.6548084162479557,0.03107146194014098,,-0.16788393987681616
59,59,3D-033,0.02038916461464136,0.9546887108044727,0.5272856179263723,0.4532460663089215,0.6027067094134554,0.22814064295548353,0.951676048673086,0.7743478660288943,0.637569961214808,0.5733587762076661,0.9022142210901967,0.8957671537107044,0.8695708377668842,0.7860185948158654,0.7024613973755385,0.03107146194014098,,-0.17456895344535894
60,60,3D-042,0.5117782863730482,0.5295266407393641,0.0341994071155877,0.41379161658321045,0.20389313831409708,0.7622181611074073,0.4330593978475654,0.24777831702014516,0.3389170023360781,0.3594929225686964,0.44855488764478935,0.37960162190742364,0.35213211253830934,0.3307287757089805,0.32297208830251284,0.03107146194014098,,-0.1769981736627244
61,61,3D-037,0.13152318185850717,0.7341821592650227,0.21653478137506318,0.7238523201591741,0.6550599518971492,0.3573926271589545,0.6919066387335102,0.5373040325782725,0.6866858722872285,0.7683510178275853,0.6204937086039961,0.656820123226941,0.6810709449992193,0.6843988410605308,0.7006977449841598,0.03107146194014098,,-0.17791538117973005
62,62,3D-035,0.12938554696242666,0.7402624320732835,0.22614611403507537,0.7043459410076182,0.7402727872479684,0.3711699902743195,0.6916884067071192,0.5272164960502803,0.6760257171335644,0.7868788283631922,0.6221479497850906,0.6522133685896729,0.6737357461008772,0.6776463851651839,0.6981179318282482,0.031057620103882983,,-0.17802858755881346
63,63,3D-034,0.21887326672710164,0.7059648969334472,0.05257677806852207,0.5232885993405737,0.3152008360271231,0.6428884110552309,0.5843554316664374,0.33742539177868636,0.45290245324626244,0.46653327849444437,0.5644491390240316,0.5040229897922288,0.4761173738144079,0.4496414559617148,0.44025082369035035,0.031369061419687934,,-0.17927474215331074
64,64,3D-044,0.07051876242641275,0.9368418422184609,0.19618890201646116,0.695486626984239,0.5560380964489843,0.3992567364544677,0.8699254060139912,0.6111962743558568,0.6930051742243514,0.6950170681703984,0.8429806318807307,0.7984704885117186,0.7773819194447497,0.7363973595679075,0.7116551762520298,0.051695797964557984,,-0.17999761205294362
65,65,3D-049,0.017158183139101786,0.875544391046207,0.3817599742304078,0.8448210005184715,0.9079652542055722,0.12306468677900484,0.8834757641534228,0.8000721515679493,0.9190184957453575,0.8878135443502861,0.8109101541217387,0.8941098641764693,0.9425004694841764,0.9386617641547902,0.9312888062259113,0.03107146194014098,,-0.18755207419735598
66,66,3D-043,0.1705097566098857,0.6950648755588534,0.29155486966123745,0.538831110379662,0.5765597040466742,0.3863387829362035,0.6928804703753388,0.5741537875590675,0.5963431356703689,0.5563236451207659,0.6506072701450618,0.6688021727742546,0.6732721263308331,0.6413291872741578,0.6087623304083585,0.10711504988251744,,-0.19089443357748337
67,67,2D-006,0.23563500702735726,0.6955640894443981,0.18816238802020202,0.4611999423248583,0.17623501967112812,0.6770313535654013,0.6033764366277055,0.43404532566392495,0.5111447030585226,0.33190057335920803,0.6506547053722138,0.5769877413474775,0.5485323886288448,0.5062197757191468,0.4597704495941198,0.03107146194014098,,-0.19377188030195214
68,68,3D-051,0.03835691343903457,0.8977085199091656,0.25063648211974393,0.8982544338021755,0.41106019092653207,0.23784296336184285,0.8381716721301635,0.7064659886789664,0.8825771049320277,0.7655751325183261,0.7825024551549506,0.8313066026603035,0.8663713087606489,0.8605446333465906,0.848601941541149,0.03107146194014098,,-0.19592740051326984
69,69,3D-050,0.09257598260101457,0.7843113476574987,0.28936419026389376,0.7757469183981223,0.954801838180775,0.23122115348127004,0.7773847727464889,0.665388457625928,0.8115077368433365,0.8935064181211071,0.7009803198152107,0.7685652857269158,0.8110757339867242,0.8197940795554536,0.8376758427792432,0.07191179981936405,,-0.19618541671889034
70,70,3D-052,0.01585460781327632,0.9462951251348267,0.5334074622936803,0.4025903092067388,0.7331354170133574,0.19797280999183742,0.9440692370958601,0.770630709244098,0.6094875510669029,0.5839485554134486,0.8754797236306859,0.8817395716180745,0.8572045998945516,0.7730391451475834,0.6909920986446974,0.03107146194014098,,-0.19649166355890202
71,71,3D-053,0.13730174362337158,0.7559451125085036,0.33777137570731847,0.5268541504107367,0.684247830492214,0.3683932904418403,0.7274555751274094,0.5630229416196004,0.5805099095001665,0.6449915247436702,0.6661273077075958,0.6773356690146448,0.6754922197766134,0.6441958203970765,0.6244551726910259,0.031123368826108472,,-0.1966647749802206
72,72,2D-013,0.2350035454332143,0.7007275266261156,0.29280953966583767,0.3543923017401864,0.2915775485295321,0.6873331256236206,0.6175427777251394,0.3856350474750244,0.368720776835342,0.3278274555236181,0.6385118723500747,0.5430447703870394,0.48897225537339384,0.42703497101747945,0.37679759233446625,0.03107146194014098,,-0.19832631443956927
73,73,3D-057,0.15666855776547012,0.760304932399459,0.23370455723035383,0.5481361818698132,0.730246399214925,0.38009747490399914,0.7156233942768613,0.5424796918533452,0.5851871155723181,0.6412275833769566,0.652122297771347,0.6623859837970061,0.6618944012876814,0.6346230555118694,0.6191846530728888,0.03107146194014098,,-0.20288275327348515
74,74,3D-056,0.23949564932364767,0.6803721785848073,0.055480672069991514,0.5059805107417874,0.2718158589784787,0.6115921014099666,0.566795931175821,0.3348856364927323,0.4327019723122406,0.45508874587478554,0.5296842453007309,0.48604662596028314,0.46261454084237796,0.43636230037510904,0.42559668318180793,0.03107146194014098,,-0.20325904656056082
75,75,3D-054,0.138698739322593,0.7246839353983311,0.2740831114321693,0.6635654612806297,0.5328108876099377,0.3833577983439733,0.6853271457972125,0.5418523967169565,0.6424524125883857,0.6548395047986872,0.6279718604781825,0.6532347252019186,0.6674229988997048,0.6549274739318032,0.64862222640317,0.10341581914256748,,-0.20460696897291086
76,76,3D-058,0.08340622251741858,0.8249555744233131,0.32154938310384196,0.7165402559480988,0.8264892868294954,0.21494958595759472,0.8022996720465518,0.6917018125834666,0.7949693686487463,0.8222670343405216,0.7267055486935545,0.7907501176267175,0.826146659524109,0.8203501638307383,0.8180392637925582,0.03107146194014098,,-0.20520884955490715
77,77,3D-055,0.11307439524144319,0.7629992116787528,0.19941180622051186,0.7332542998407734,0.8312773123661228,0.3441113904057598,0.7074646573417225,0.5465447954990452,0.7174771060876621,0.8302673600808049,0.633479579714983,0.6722628116065299,0.7005488881400391,0.7104501014121226,0.7368281192098043,0.03108184331733448,,-0.20559009562106212
78,78,3D-059,0.01663525454313749,0.8535372949017003,0.3658448219029195,0.9171731471311043,0.8124540494935437,0.10671885261578562,0.8674597978449312,0.8004511603555545,0.9448057183280645,0.8814762896015309,0.7888396776408775,0.8863618012833363,0.9435569323568612,0.9461692829464269,0.9410146971371522,0.03107146194014098,,-0.2064047688187287
79,79,3D-062,0.09841208235651766,0.8744626166154738,0.2328931880374761,0.7210334150550777,0.4571592423534744,0.38394811468970036,0.8380271100233108,0.626107398268804,0.7123550917713201,0.677159133082498,0.8143808674543056,0.7893940930166736,0.7800251085330808,0.7448414733519054,0.7186201728060027,0.03107146194014098,,-0.21090094884044674
80,80,3D-060,0.07418127178038653,0.8673562880071765,0.40923104623029044,0.6886256675772635,0.39317048018783346,0.26157719994854833,0.842291639607347,0.7022376291730574,0.7253139863225101,0.6269684325993077,0.7895760108176564,0.8147444852451549,0.8211742531942662,0.7796419905671209,0.7330621839001175,0.03107146194014098,,-0.21197428682192765
81,81,3D-068,0.10428672519042828,0.8247297999363797,0.32507388616573424,0.5889287492381146,0.5737738741320607,0.3767136825969748,0.7619912886271318,0.5783464209371104,0.6204734654487224,0.6246814212997646,0.7110648818569785,0.7097725130800039,0.7042807098028591,0.6696790521866574,0.6436569141210753,0.06928877184847343,,-0.21538297806479534
82,82,3D-063,0.10729923448302653,0.7881974746002066,0.3043127103953794,0.7478987529612732,0.7343226724123689,0.22485292673256785,0.7821444606426071,0.6866133437207409,0.7982275932385522,0.7943573937521706,0.7117745207729609,0.7790675354588934,0.817486879604108,0.8134052640309227,0.8090831096430542,0.03107146194014098,,-0.21715141500602897
